og_record_id,submission_label,catalog_version,validated,part,point_type,heading,question_number,question_text,_closed,answer_text,points,has_points_marker,is_free_text,field_name,shown,question_uid,match_score,hidden_by
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Decision,31,How long will impacts from the decision last?,False,Impacts are most likely to be brief,1,Y,N,impact7,Y,16,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Decision,32,Please describe why the impacts resulting from the decision are as per selected option above.,False,"Transcriptions are never used in raw format from the application.  They must
be reviewed by a human transcriber/translator for accuracy before they are
released.",0,N,Y,impact8,Y,17,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Decision,33,The impacts that the decision will have on the rights or freedoms of individuals will likely be:,False,Little to no impact,1,Y,N,impact9,Y,18,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Decision,34,Please describe why the impacts resulting from the decision are as per selected option above.,True,No impact on the rights of individuals.  Audio uploaded to the system is,0,N,Y,impact8,Y,17,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,35,"The impacts that the decision will have on the equality, dignity, privacy, and autonomy of individuals will likely be:",False,Little to no impact,1,Y,N,impact24,Y,69,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,36,Please describe why the impacts resulting from the decision are as per selected option above.,False,"No impact to any individual.  Voice2Text is a tool to assist transcribers at the
RCMP , not replace them.",0,N,Y,impact8,Y,17,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,37,The impacts that the decision will have on the health and well-being of individuals will likely be:,False,Little to no impact,1,Y,N,impact11,Y,69,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,38,Please describe why the impacts resulting from the decision are as per selected option above.,False,"The system does not store the audio files or transcriptions long-term.  Once
the transcriptions are completed and downloaded, all data is deleted from the
system. The application does not collect any personal information of the
user.",0,N,Y,impact8,Y,17,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,39,The impacts that the decision will have on the economic interests of individuals will likely be:,False,Little to no impact,1,Y,N,impact13,Y,69,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,40,Please describe why the impacts resulting from the decision are as per selected option above.,False,No economic impact.,0,N,Y,impact8,Y,17,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,41,"The impacts that the decision will have on the ongoing sustainability of an environmental ecosystem, will likely be:",False,Little to no impact,1,Y,N,impact15,Y,19,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,lawfully obtained.  The application doesn't have to be used if manual,42,Please describe why the impacts resulting from the decision are as per selected option above.,True,No impact on sustainability or environment.,0,N,Y,impact8,Y,17,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,43,Will the Automated Decision System use personal information as input data?,False,No,0,Y,N,aboutDataSource1,Y,20,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,44,What is the highest security classification of the input data used by the system? (Select one),False,Protected B / Protected C,3,Y,N,aboutDataSource2,Y,21,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,45,Who controls the data?,False,Federal government,1,Y,N,aboutDataSource3,Y,22,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,46,Will the system use data from multiple different sources?,False,Yes,4,Y,N,aboutDataSource4,Y,23,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,47,Will the system require input data from an Internet- or telephony-connected device? (e.g.,False,"Internet of Things, sensor)
No",0,Y,N,aboutDataSource5,Y,24,0.867,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,48,Will the system interface with other IT systems?,False,Yes,4,Y,N,aboutDataSource6,Y,25,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,49,Who collected the data used for training the system?,False,A foreign government or non-government third party,4,Y,N,aboutDataSource7,Y,26,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,50,Who collected the input data used by the system?,False,Your institution,1,Y,N,aboutDataSource8,Y,26,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,51,"Please describe the input data collected and used by the system, its source, and method of collection.",True,"Input data used in the system is lawfully collected by the RCMP as evidence
using various means.  It is uploaded to the system, transcribed/translated,
and subsequently deleted from the system after the transcription has been
downloaded.",0,N,Y,aboutDataSource13,Y,99,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - B. Type of Data,52,Will the system require the analysis of unstructured data to render a recommendation or a decision?,False,No,0,Y,N,aboutDataType1,Y,27,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Consultations,1,"Internal Stakeholders (federal institutions, including the federal public service)",False,Yes,1,Y,N,consultationDesign1,Y,61,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Consultations,2,Which Internal Stakeholders will you be engaging?,True,Data Governance,0,N,Y,consultationDesign2,Y,62,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Digital Policy,3,External Stakeholders (groups in other sectors or jurisdictions),True,No,0,Y,N,consultationDesign3,Y,63,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,4,"Will you have documented processes in place to test datasets against biases and other unexpected outcomes? This could include experience in applying frameworks, methods, guidelines or other assessment tools.",False,No,0,Y,N,dataQualityDesign1,Y,65,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,5,Will you be developing a process to document how data quality issues were resolved during the design process?,False,No,0,Y,N,dataQualityDesign3,Y,30,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,6,Will you be making this information publicly available?,False,No,0,Y,N,dataQualityDesign2,N,70,1.0,"{dataQualityDesign1} = ""item1-2"""
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,7,Will you undertake a Gender Based Analysis Plus of the data?,False,No,0,Y,N,dataQualityDesign5,Y,31,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,8,Will you be making this information publicly available?,False,No,0,Y,N,dataQualityDesign2,N,70,1.0,"{dataQualityDesign1} = ""item1-2"""
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,9,"Have you assigned accountability in your institution for the design, development, maintenance, and improvement of the system?",False,Yes,2,Y,N,dataQualityDesign7,Y,32,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,10,Will you have a documented process to manage the risk that outdated or unreliable data is used to make an automated decision?,False,No,0,Y,N,dataQualityDesign8,Y,33,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,11,Will you be making this information publicly available?,False,No,0,Y,N,dataQualityDesign2,N,70,1.0,"{dataQualityDesign1} = ""item1-2"""
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,12,Will the data used for this system be posted on the Open Government Portal?,True,No,0,Y,N,dataQualityDesign10,Y,34,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,13,Will the audit trail identify the authority or delegated authority identified in legislation?,False,No,0,Y,N,fairnessDesign1,Y,68,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,14,Will the system provide an audit trail that records all the recommendations or decisions made by the system?,False,No,0,Y,N,fairnessDesign2,Y,36,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,15,Will all key decision points be identifiable in the audit trail?,False,No,0,Y,N,fairnessDesign3,Y,37,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,16,"Will all key decision points within the automated system's logic be linked to the relevant legislation, policy or procedure?",False,No,0,Y,N,fairnessDesign4,Y,38,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,17,Will you maintain a log detailing all of the changes made to the model and the system?,False,No,0,Y,N,fairnessDesign5,Y,39,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,18,Will the audit trail clearly set out all decision points made by the system?,False,No,0,Y,N,fairnessDesign6,Y,40,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,19,Could the audit trail generated by the system be used to help generate a notification of the decision (including a statement of reasons or other notification) where required?,False,No,0,Y,N,fairnessDesign7,Y,41,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,20,Will the audit trail identify precisely which version of the system was used for each decision it supports?,False,No,0,Y,N,fairnessDesign8,Y,42,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,21,Will the audit trail show who the authorized decision-maker is?,False,No,0,Y,N,fairnessDesign9,Y,43,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,22,Will the system be able to produce reasons for its decisions or recommendations when required?,False,No,0,Y,N,fairnessDesign10,Y,44,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,23,"Will there be a process in place to grant, monitor, and revoke access permission to the system?",False,Yes,1,Y,N,fairnessDesign11,Y,45,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,24,Will there be a mechanism to capture feedback by users of the system?,False,Yes,1,Y,N,fairnessDesign12,Y,46,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,25,Will there be a recourse process planned or established for clients that wish to challenge the decision?,False,No,0,Y,N,fairnessDesign13,Y,42,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,26,Will the system enable human override of system decisions?,False,No,0,Y,N,fairnessDesign14,Y,43,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,27,Will there be a process in place to log the instances when overrides were performed?,False,No,0,Y,N,fairnessDesign15,Y,44,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,28,Will the audit trail include change control processes to record modifications to the system's operation or performance?,False,No,0,Y,N,fairnessDesign16,Y,45,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,29,Will you be preparing a concept case to the Government of Canada Enterprise Architecture Review Board?,True,No,0,Y,N,fairnessDesign17,Y,46,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Privacy,30,"If your system uses or creates personal information, will you undertake or have you undertaken a Privacy Impact Assessment, or updated an existing one?",False,No,0,Y,N,privacyDesign1,Y,71,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Privacy,31,Will you design and build security and privacy into your systems from the concept stage of the project?,False,Yes,1,Y,N,privacyDesign2,Y,72,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Privacy,32,"Will information be used within a closed system (i.e. no connections to the Internet, Intranet or any other system)?",False,No,0,Y,N,privacyDesign3,Y,77,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Privacy,33,"If the sharing of personal information is involved, has an agreement or arrangement with appropriate safeguards been established?",False,No,0,Y,N,privacyDesign4,Y,78,1.0,
7612202f-1530-41ce-80c7-6e121f5fcadc,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Privacy,34,Will you de-identify any personal information used or created by the system at any point in the lifecycle?,False,No,0,Y,N,privacyDesign7,Y,102,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,1,Name of Respondent Sgt Tom Guineau,False,,0,N,Y,,Y,,0.692,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,2,Job Title Technical Manager,False,,0,N,Y,,Y,,0.5,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,3,Department Royal Canadian Mounted Police,False,,0,N,Y,,Y,,0.4,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,4,Branch NHQ/Tech Ops/SSIS/NCECC/Tech Unit,False,,0,N,Y,,Y,,0.34,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,5,Project Title Griffeye,False,,0,N,Y,,Y,,0.743,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,6,Project ID from IT Plan Griffeye CS and Di Pro,False,,0,N,Y,,Y,,0.667,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,7,Departmental Program (from Department Results Framework) Griffeye CS and Di Pro,False,,0,N,Y,projectDetailsProgram,Y,50,0.824,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,8,Project Phase,False,Implementation,0,Y,N,projectDetailsPhase,Y,51,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,,9,Please provide a project description:,True,"SOFTWARE already in Use - Tool designed to assist in the categorization/
classification of Child Exploitation images and Videos. It ingests media
derived from Seized Exhibits, Submissions from partners (NCMEC, CyberTip
and other Law Enforcement Agencies et al) and presents all of the media and",0,N,Y,projectDetailsDescription,Y,6,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Project Details,none,About The System,10,Please check which of the following capabilities apply to your system.,True,"Image and object recognition: Analyzing very large data sets to automate the
recognition, classification, and context associated with an image or object.
Content generation: Analyzing large data sets to categorize, process, triage,",0,N,Y,aboutSystem1,Y,9,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Reasons for Automation,1,What is motivating your team to introduce automation into this decision-making process?,True,(Check all that apply),0,N,Y,businessDrivers1,Y,7,0.891,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Other (please specify),2,"Please describe With respect to Child Pornography and sexual abuse videos and images, human review and decision making is always required to quickly identify, locate and safeguard children being victimized. With the average single case containing in excess of 3 million media items to review, such tools are employed in order to identify which media has been reviewed or investigated previously, and then group 'new media' together for the human review and more quickly determine police response/rescue. By removing the need to review the exact same horrific media over and over again not only adds efficiency to safeguarding children, it lends itself to protecting the investigator's health and well-being through unnecessary exposure.",False,,0,N,Y,,Y,,0.083,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Other (please specify),3,"What client needs will the system address and how will this system meet them? If possible, describe how client needs have been identified.",False,"There are several clients involved; primarily the victimized and abused
children need to be identified, located and safeguarded from the abusive
situation regardless of location in the world as soon as possible. If the scant
law enforcement resources spend their time reviewing non-relevant or non-
urgent materials it would delay discovery of the abuse for months or years,
leaving the victim to be further abused despite the organization having timely
information to save them in hand. Such systems aid in prioritizing media for
human review in order to determine the likelihood of a child being currently at
risk.",0,N,Y,businessDrivers3,Y,79,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Other (please specify),4,Please describe any public benefits the system is expected to have.,False,"Further to above, the public has an expectation that law enforcement will act
on information and safeguard people in a timely manner. If 911 call would
take weeks to garner a response, public safety would be in jeopardy as would
trust in the ability to provide security of the person. Such systems that aid in
organizing data in a manner in which vulnerable persons are more quickly
offered aid is a no-brainer.",0,N,Y,businessDrivers4,Y,80,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Other (please specify),5,How effective will the system likely be in meeting client needs?,False,Very effective,0,Y,N,businessDrivers5,Y,81,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Other (please specify),6,"Please describe any improvements, benefits, or advantages you expect from using an automated system. This could include relevant program indicators and performance targets.",True,"Griffeye Analyze is one of very few niche tools available that addresses
categorizing media related to Child Pornography investigations. The benefits
of using such tools are:
- more quickly identify, investigate and locate/safeguard children at risk
- ease of evidence and intelligence sharing with external and internal partners,
as these tools utilize a standardized format in order to export/import data
- reduces psychological injury and grief to investigators by reducing the",0,N,Y,businessDrivers6,Y,82,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,7,Please describe how you will ensure that the system is confined to addressing the client needs identified above.,False,"Griffeye Analyze  is designed for media categorization specifically for this
purpose ( as are other competitive niche solutions ), and as such is purpose
built with these needs in mind.",0,N,Y,businessDrivers7,Y,83,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,8,Please describe any trade-offs between client interests and program objectives that you have considered during the design of the project.,False,None,0,N,Y,businessDrivers8,Y,84,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,9,Have alternative non-automated processes been considered?,False,Yes,0,Y,N,businessDrivers9,Y,85,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,10,"If non-automated processes were considered, why was automation identified as the preferred option?",False,"Historically, investigators would physically print off images of abuse
originating from floppy disk drives and other digital storage, which resulted in
few media items requiring human review and evaluation. With the advent of
mass digital storage and the availability of high speed internet, the production,
transmission and collection of videos and images are near instant and often
result in a single investigation containing on average in excess of 2-3 million
media items to be reviewed (numerous computers, cellphones, tablets and
other common devices with large storage and connectivity can be found in
everyone's residences). The need to human review and evaluate each video or
image cannot be sustained by one person if they were to review each abuse
image, each Windows logo or Amazon listing over and over again if they have
already been seen in the past. Without digital processing and analysis of
media that can identify previously seen content or the ability to group media
together with various commonalities (same camera, same computer user,
same website et al), an investigator would take a month just to evaluate and
risk assess one case, let alone all of the reports that are submitted on a daily
basis.",0,N,Y,businessDrivers10,Y,86,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,11,What would be the consequence of not deploying the system?,False,"Service cannot be delivered in a timely or efficient manner
Service costs are too high
Service quality is not as high
Service delivery cannot achieve performance targets
Other (please specify)",2,Y,N,businessDrivers11,Y,87,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,12,Please describe Children will continue to be filmed while being sexually assaulted or tortured due to delays in evaluating and prioritizing media under investigation.,False,Risk Profile,0,N,Y,,Y,,0.384,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,13,Is the project within an area of intense public scrutiny (e.g. because of privacy concerns) and/or frequent litigation?,False,No,0,Y,N,riskProfile1,Y,52,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,14,Are clients in this line of business particularly vulnerable?,False,Yes,3,Y,N,riskProfile2,Y,53,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,15,Are stakes of the decisions very high?,False,Yes,4,Y,N,riskProfile3,Y,54,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,16,"Will this project have major impacts on staff, either in terms of their numbers or their roles?",False,Yes,3,Y,N,riskProfile4,Y,55,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,abuse and the associate police response,17,Will the use of the system create or exacerbate barriers for persons with disabilities?,True,No,0,Y,N,riskProfile5,Y,89,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,Project Authority,18,Will you require new policy authority for this project?,True,No,0,Y,N,projectAuthority1,Y,56,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Algorithm,19,The algorithm used will be a (trade) secret,False,No,0,Y,N,aboutAlgorithm1,Y,57,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Algorithm,20,The algorithmic process will be difficult to interpret or to explain,True,No,0,Y,N,aboutAlgorithm2,Y,58,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Decision,21,Please describe the decision(s) that will be automated.,True,"The tool has the ability to group media together in a number of ways that are
not AI driven (group by exif, file path, binary hash matching et al) but can also
have the feature of leveraging additional modules of ML to group images/
videos together if they contain children, various sexual assault acts or levels
of nudity. The decisions are to group media together and flag them to the
investigator in order to prioritize their manual human review and evaluation -
so effectively, the final decision always resides with the person operating the
tool. The AI is to assist in more quickly locating media that contains elements",0,N,Y,decisionSector3,Y,91,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,22,Does the decision pertain to any of the categories below (check all that apply):,False,Other (please specify),1,Y,N,decisionSector1,Y,11,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,23,"Please describe The decisions more quickly identify Child Pornography media content within mass digital storage, in order to prioritize their human review.",False,Impact Assessment,0,N,Y,,Y,,0.447,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,24,Which of the following best describes the type of automation you are planning?,False,"Partial automation (the system will contribute to administrative decision-
making by supporting an officer through assessments, recommendations,
intermediate decisions, or other outputs)",2,Y,N,impact30,Y,92,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,25,Please describe the role of the system in the decision-making process.,False,Please refer to previous information,0,N,Y,impact31,Y,93,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,26,Will the system be making decisions or assessments that require judgement or discretion?,False,No,0,Y,N,impact3,Y,47,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,27,Please describe the criteria used to evaluate client data and the operations applied to process it.,False,"The system (when using any AI feature) attempts to examine the content of
images or videos to determine if certain visual or behavioral elements exist
within (ie - is there a child present? Is there an adult? is there a sexual act
occurring? is there genetalia present et al). Media containing selected
elements is flagged and brought to the operator's attention as the prudent
starting point to determine if Child Pornography is present within that set of
media items.",0,N,Y,impact20,Y,94,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,of children and sexual abuse among masses of unrelated media such as,28,Please describe the output produced by the system and any relevant information needed to interpret it in the context of the administrative decision.,True,"The output results in media being flagged as a priority for human review,
where an investigator can then watch the video or look at the image to",0,N,Y,impact21,Y,95,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,current risk to a person/persons requiring immediate intervention,29,Will the system perform an assessment or other operation that would not otherwise be completed by a human?,False,No,0,Y,N,impact22,Y,96,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,current risk to a person/persons requiring immediate intervention,30,Is the system used by a different part of the organization than the ones who developed it?,False,No,0,Y,N,impact5,Y,14,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,current risk to a person/persons requiring immediate intervention,31,Are the impacts resulting from the decision reversible?,False,Reversible,1,Y,N,impact6,Y,15,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,current risk to a person/persons requiring immediate intervention,32,How long will impacts from the decision last?,False,Impacts are most likely to be brief,1,Y,N,impact7,Y,16,1.0,
89898244-aaae-4591-ba9b-fe5cd81d5924,Original,0.10.0,Y,Impact Questions and Answers,raw,current risk to a person/persons requiring immediate intervention,33,Please describe why the impacts resulting from the decision are as per selected option above.,False,"The impact is that the AI is not the final decision as it rests with the human
operator. The AI functions as an aid and not an authoritative role within the
investigative process.",0,N,Y,impact8,Y,17,1.0,
