submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
9-1,9,1.0.1,impact24,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
9-1,9,1.0.1,impact25,17,raw,0,"The system is expected to have little to no impact on the equality, dignity, privacy, and autonomy of individuals, as it will solely be used to sort applications and to facilitate approvals.

All of the system's rules are carefully vetted for potential bias. The system will also undergo a Gender-Based Analysis (GBA) Plus assessment. Privacy considerations are taken into account from the beginning of the design. The system only considers information about the client that is relevant and reasonable in the context of the legislative and regulatory requirements of the international student program.",,"The system is expected to have little to no impact on the equality, dignity, privacy, and autonomy of individuals, as it will solely be used to sort applications and to facilitate approvals.

All of the system's rules are carefully vetted for potential bias. The system will also undergo a Gender-Based Analysis (GBA) Plus assessment. Privacy considerations are taken into account from the beginning of the design. The system only considers information about the client that is relevant and reasonable in the context of the legislative and regulatory requirements of the international student program.","Le système ne devrait pas avoir d’incidence importante sur l’égalité, la dignité, les renseignements personnels et l’autonomie des personnes, puisqu’il servira uniquement à trier les demandes et à faciliter les approbations.

Toutes les règles du système sont soigneusement vérifiées pour éviter tout biais potentiel. Le système sera également soumis à une analyse comparative entre les sexes (ACS) Plus. Les considérations relatives à la protection des renseignements personnels sont prises en compte dès le début de la conception. Le système ne prend en compte que des renseignements sur le client qui sont pertinentes et raisonnables dans le contexte des exigences législatives et réglementaires du programme d'étudiants étrangers.",Y,submitted_translation,Y
9-1,9,1.0.1,impact11,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
9-1,9,1.0.1,impact12,17,raw,0,The system is expected to have little to no negative impact on the health and well-being of individuals as it will be used only to triage immigration applications and to automate certain positive eligibility determinations.,,The system is expected to have little to no negative impact on the health and well-being of individuals as it will be used only to triage immigration applications and to automate certain positive eligibility determinations.,"On s’attend à ce que le système ait peu ou pas d’incidence négative sur la santé et le bien-être des personnes, car il sera utilisé pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité. ",Y,submitted_translation,Y
9-1,9,1.0.1,impact13,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
9-1,9,1.0.1,impact14,17,raw,0,The system is expected to have little to no negative impact on the economic interests of individuals as it will be used only to triage immigration applications and to automate certain positive eligibility determinations.,,The system is expected to have little to no negative impact on the economic interests of individuals as it will be used only to triage immigration applications and to automate certain positive eligibility determinations.,"On s’attend à ce que le système ait peu ou pas d’incidence négative sur les intérêts économiques des personnes, car il sera utilisé pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",Y,submitted_translation,Y
9-1,9,1.0.1,impact15,19,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
9-1,9,1.0.1,impact16,17,raw,0,The system is expected to have little to no negative impact on the environment as it will be used only to triage immigration applications and to automate certain positive eligibility determinations.,,The system is expected to have little to no negative impact on the environment as it will be used only to triage immigration applications and to automate certain positive eligibility determinations.,"On s’attend à ce que le système ait peu ou pas d’incidence négative sur l’environnement, car il sera utilisé pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",Y,submitted_translation,Y
9-1,9,1.0.1,impact18,148,raw,3,item1-3,0,No assessment has been conducted,Aucune évaluation n’a été effectuée.,N,catalog,Y
9-1,9,1.0.1,impact18A,149,raw,0,"A Gender-based Analysis Plus is still in progress. However the anticipated outcome is likely to be ""no performance differences identified.""    ",,"A Gender-based Analysis Plus is still in progress. However the anticipated outcome is likely to be ""no performance differences identified.""    ","Une analyse comparative entre les sexes plus est toujours en cours. Cependant, le résultat attendu est probablement « aucune différences de performance identifiée ».",Y,submitted_translation,Y
9-1,9,1.0.1,impact19I,152,raw,1,item2-1,1,No,Non,N,catalog,Y
9-1,9,1.0.1,impact19IN,154,raw,0,The intended users of the system are processing officers at IRCC. HR measures exist to accommodate a variety of disabilities of the workforce.,,The intended users of the system are processing officers at IRCC. HR measures exist to accommodate a variety of disabilities of the workforce.,Les utilisateurs visés par ce système sont les agents de traitement d'IRCC. Des mesures de ressources humaines existent pour tenir compte des différents handicaps des employés.,Y,submitted_translation,Y
9-1,9,1.0.1,impact23,97,raw,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,impact23N,155,raw,0,"The entire system and its triage results are being vetted for these impacts via a Gender-Based Analysis (GBA) Plus; the system is expected to have no negative impact on any particular clients or groups. Furthermore, the system never refuses applications, nor does it recommend refusals. ",,"The entire system and its triage results are being vetted for these impacts via a Gender-Based Analysis (GBA) Plus; the system is expected to have no negative impact on any particular clients or groups. Furthermore, the system never refuses applications, nor does it recommend refusals. ","L’ensemble du système et ses résultats de triage font l’objet d’une analyse comparative entre les sexes plus (ACS Plus) approfondie afin d’évaluer leur impact. Le système ne devrait avoir aucun impact négatif sur les clients ou les groupes en particulier. De plus, il ne refuse jamais les demandes et ne recommande jamais de les refuser.
",Y,submitted_translation,Y
9-1,9,1.0.1,impact26,156,raw,0,item5-0,4,100%,100 %,N,catalog,Y
9-1,9,1.0.1,impact28,160,raw,1,item1-1,0,Little to no impact,"faible, voire nulle",N,catalog,Y
9-1,9,1.0.1,impact28A,161,raw,0,"The system can automate the approval of the eligibility portion of certain study permit extension applications. For these applications, the system determines only that the applicant is eligible before the application is sent to an officer to screen for admissibility. In cases where eligibility is auto-approved, officers continue to make the admissibility determination and the final decision on each application. If an officer encounters information in the course of their admissibility assessment that may affect the positive eligibility determination of an application, they may revisit the eligibility determination. 

For applications that do not have the eligibility portion automatically approved by the system, both the eligibility and admissibility portions are done manually by officers. The automated system makes no recommendations regarding eligibility. Consequently, final decisions to approve or refuse are based wholly on manual review by experienced officers.

The system never refuses applications, nor does it recommend refusals. All applications continue to receive an individualized assessment. 
",,"The system can automate the approval of the eligibility portion of certain study permit extension applications. For these applications, the system determines only that the applicant is eligible before the application is sent to an officer to screen for admissibility. In cases where eligibility is auto-approved, officers continue to make the admissibility determination and the final decision on each application. If an officer encounters information in the course of their admissibility assessment that may affect the positive eligibility determination of an application, they may revisit the eligibility determination. 

For applications that do not have the eligibility portion automatically approved by the system, both the eligibility and admissibility portions are done manually by officers. The automated system makes no recommendations regarding eligibility. Consequently, final decisions to approve or refuse are based wholly on manual review by experienced officers.

The system never refuses applications, nor does it recommend refusals. All applications continue to receive an individualized assessment. 
","Le système peut automatiser l'approbation de la partie relative à la recevabilité de certaines demandes de prolongation de permis d'études. Pour ces demandes, le système détermine uniquement la recevabilité du demandeur avant de transmettre le dossier à un agent pour examen d'admissibilité. Lorsque la recevabilité est approuvée automatiquement, les agents continuent d'évaluer l'admissibilité et de prendre la décision finale pour chaque demande. Si, au cours de son évaluation, un agent découvre des informations susceptibles d'influencer la décision de la recevabilité, il peut réexaminer cette dernière.

Pour les demandes dont la recevabilité n'est pas approuvée automatiquement par le système, la recevabilité et l'admissibilité sont toutes deux traitées manuellement par les agents. Le système automatisé ne formule aucune recommandation concernant la recevabilité de ces demandes. Par conséquent, les décisions finales d'approbation ou de refus reposent entièrement sur un examen manuel effectué par des agents expérimentés.

Le système ne refuse jamais les demandes et ne recommande jamais de refus. Toutes les demandes continuent de faire l'objet d'une évaluation individualisée.",Y,submitted_translation,Y
9-1,9,1.0.1,aboutDataSource1,20,raw,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource9,73,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource10,74,raw,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource11,75,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource12,98,raw,0,"PPU 051, PPU 068",,"PPU 051, PPU 068","PPU 051, PPU 068",Y,submitted_translation,Y
9-1,9,1.0.1,aboutDataSource14,162,raw,8,"[""item2-1"", ""item3-1"", ""item4-3"", ""item5-3""]",1;2;3;4,Within your department;With another federal department;With a government from another jurisdiction;With a third party (private sector/NGO),"Oui, au sein de votre organisation;Oui, à une autre organisation fédérale;Oui, à une autre administration publique;Oui, à un tiers (secteur privé/ONG)",N,catalog,Y
9-1,9,1.0.1,aboutDataSource15,164,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource15Y,165,raw,0,The training and testing data consists of historical client information provided on study permit extension applications and supporting documents. ,,The training and testing data consists of historical client information provided on study permit extension applications and supporting documents. ,"Les données d'entraînement et de test consistent en des informations historiques sur les clients fournies dans les demandes de prolongation de permis d'études et les documents justificatifs.
",Y,submitted_translation,Y
9-1,9,1.0.1,aboutDataSource16,167,raw,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,aboutDataSource16N,169,raw,0,"The quality of client data is assessed for missing values, incompleteness, outdatedness, inconsistencies, trustworthiness and other issues in line with industry best practices. Low quality data is not used. Rules used by the system are carefully vetted for relevance, reasonableness and potential bias. The entire system and its triage results are being vetted for Gender-Based Analysis (GBA) Plus considerations; however, there is a low likelihood of discriminatory outcomes.",,"The quality of client data is assessed for missing values, incompleteness, outdatedness, inconsistencies, trustworthiness and other issues in line with industry best practices. Low quality data is not used. Rules used by the system are carefully vetted for relevance, reasonableness and potential bias. The entire system and its triage results are being vetted for Gender-Based Analysis (GBA) Plus considerations; however, there is a low likelihood of discriminatory outcomes.","La qualité des données clients est évaluée selon les meilleures pratiques du secteur afin de détecter les valeurs manquantes, les données incomplètes, obsolètes ou présentant des incohérences, ainsi que les problèmes de fiabilité. Les données de faible qualité sont exclues. Les règles du système sont rigoureusement examinées quant à leur pertinence, leur caractère raisonnable et l'absence de biais potentiels. L'ensemble du système et ses résultats de triage font l'objet d'une analyse comparative entre les sexes plus (ACS Plus); toutefois, le risque de résultats discriminatoires demeure faible.",Y,submitted_translation,Y
9-1,9,1.0.1,aboutDataSource2,21,raw,3,item4-3,2,Protected B,Protégé B,N,catalog,Y
9-1,9,1.0.1,aboutDataSource17,171,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource17Y,172,raw,0,"The quality of client data is assessed for missing values, incompleteness, outdatedness, inconsistencies, trustworthiness and other issues in line with industry best practices. Low quality data is not used. ",,"The quality of client data is assessed for missing values, incompleteness, outdatedness, inconsistencies, trustworthiness and other issues in line with industry best practices. Low quality data is not used. ","La qualité des données clients est évaluée selon les meilleures pratiques du secteur afin de détecter les valeurs manquantes, les données incomplètes, obsolètes ou présentant des incohérences, ainsi que les problèmes de fiabilité. Les données de faible qualité sont exclues. ",Y,submitted_translation,Y
9-1,9,1.0.1,aboutDataSource3,22,raw,1,item1-1,0,Federal Government,Le gouvernement fédéral,N,catalog,Y
9-1,9,1.0.1,aboutDataSource4,23,raw,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,aboutDataSource5,24,raw,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,aboutDataSource6,25,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSource7,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
9-1,9,1.0.1,aboutDataSource8,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
9-1,9,1.0.1,aboutDataSource13,99,raw,0,"The data consists primarily of information provided directly by clients through their application and supporting documents. Medical information is obtained from the panel physician who conducts the immigration medical exam of the client. IRCC obtains enforcement records from the Canada Border Service Agency's (CBSA) regarding persons who have come under examination at a port of entry or an investigation at an inland office. It also obtains information gathered by Canadian or foreign law enforcement agencies or investigative bodies about persons whose entry to Canada would be dangerous to Canadian security. IRCC obtains additional information from other countries, primarily the United States, Australia and New Zealand, to better establish the identity of foreign nationals and to obtain otherwise unknown information about clients to aid in decision making. ",,"The data consists primarily of information provided directly by clients through their application and supporting documents. Medical information is obtained from the panel physician who conducts the immigration medical exam of the client. IRCC obtains enforcement records from the Canada Border Service Agency's (CBSA) regarding persons who have come under examination at a port of entry or an investigation at an inland office. It also obtains information gathered by Canadian or foreign law enforcement agencies or investigative bodies about persons whose entry to Canada would be dangerous to Canadian security. IRCC obtains additional information from other countries, primarily the United States, Australia and New Zealand, to better establish the identity of foreign nationals and to obtain otherwise unknown information about clients to aid in decision making. ","Les données sont principalement constituées d’informations fournies directement par les clients avec leur demande et leurs documents à l’appui. Les renseignements médicales sont obtenues auprès du médecin désigné qui effectue l’examen médical aux fins de l’immigration du client. IRCC obtient les dossiers des mesures d’exécution de l’Agence des services frontaliers du Canada (ASFC) concernant les personnes qui ont fait l’objet d’un contrôle à un point d’entrée ou d’une enquête dans un bureau intérieur. Il obtient également des informations recueillies par des organismes canadiens ou étrangers chargés de l’application de la loi ou d’enquêtes sur des personnes dont l’entrée au Canada représenterait un danger, principalement pour les États-Unis, l’Australie et la Nouvelle-Zélande, afin de mieux établir l’identité des étrangers et d’obtenir des informations autrement inconnues sur les clients pour aider à la prise de décision.",Y,submitted_translation,Y
9-1,9,1.0.1,aboutDataSourceType1,27,raw,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,aboutDataSourceType3,174,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,aboutDataSourceType3A,175,raw,0,"In order to ensure that the training data reflect the most up to date program changes, applications received prior to 2024 and final decisions rendered prior to 2024 are excluded. This is due to significant changes to the International Student Program taking place in December 2023 and January 2024.",,"In order to ensure that the training data reflect the most up to date program changes, applications received prior to 2024 and final decisions rendered prior to 2024 are excluded. This is due to significant changes to the International Student Program taking place in December 2023 and January 2024.","Afin de garantir que les données de formation reflètent les changements les plus récents apportés au programme, les demandes reçues avant 2024 et les décisions finales rendues avant 2024 sont exclues. Ceci est dû aux changements importants qui seront apportés au Programme des étudiants étranger en décembre 2023 et janvier 2024.
",Y,submitted_translation,Y
9-1,9,1.0.1,consultationImplementation1,61,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,consultationImplementation2,62,mitigation,0,"[""item2"", ""item4"", ""item5"", ""item6"", ""item7"", ""item10"", ""item9""]",0;2;3;4;5;7;15,Strategic Policy and Planning;Program Policy;Legal Services;Access to Information and Privacy;Communications services;Digital Policy;Other (describe),Politique et planification stratégiques;Politique du programme;Services juridiques;Bureau de l'accès à l'information et de la protection des renseignements personnels;Services des communications;Politique sur le numérique;Autre (décrire),N,catalog,Y
9-1,9,1.0.1,consultationImplementation2-other,76,mitigation,0,"-Immigration Operations Branch
-Migration Integrity Operations
-International Students Branch
-Equity, Culture and Learning Academy ",,"-Immigration Operations Branch
-Migration Integrity Operations
-International Students Branch
-Equity, Culture and Learning Academy ","- Direction générale des opérations immigration
- Direction générale des opérations d’intégrité
- Direction générale des étudiants étrangers
- Direction générale de l'Équité, culture et Académie d’apprentissage",Y,submitted_translation,Y
9-1,9,1.0.1,consultationImplementation3,63,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,consultationImplementation4,64,mitigation,0,"[""item11"", ""item9""]",3;10,Bargaining Agents;Other (describe),Agents négociateurs;Autre (décrire),N,catalog,Y
9-1,9,1.0.1,consultationImplementation4-other,76,mitigation,0,-Global Affairs Canada,,-Global Affairs Canada,- Affaires mondiales Canada,Y,submitted_translation,Y
9-1,9,1.0.1,consultationImplementation5,176,mitigation,0,"Strategic Policy - Design
Program Policy - Design
Legal Services - Design, Monitoring
Access to Information and Privacy Office - Design
Communications - Deployment
Digital Policy - Concept, Design, Deployment, Monitoring

-Immigration Operations Branch - All stages 
-Migration Integrity Operations - Design, Monitoring
-International Students Branch - Design, Monitoring
-Equity, Culture and Learning Academy  - Design, Monitoring
-Bargaining Agents - Concept
-Global Affairs Canada - Design, Building or adapting the model, Testing, Monitoring",,"Strategic Policy - Design
Program Policy - Design
Legal Services - Design, Monitoring
Access to Information and Privacy Office - Design
Communications - Deployment
Digital Policy - Concept, Design, Deployment, Monitoring

-Immigration Operations Branch - All stages 
-Migration Integrity Operations - Design, Monitoring
-International Students Branch - Design, Monitoring
-Equity, Culture and Learning Academy  - Design, Monitoring
-Bargaining Agents - Concept
-Global Affairs Canada - Design, Building or adapting the model, Testing, Monitoring","-Politique stratégique - Planification
-Politique du programme - Planification
-Unité des services juridiques - Planification, Surveillance
- Bureau de l'accès à l'information et de la protection des renseignements personnels - Planification
-Communications - Déploiement
Politique numérique - Initiation, Planification, Déploiement, Surveillance

- Direction générale des opérations immigration - Toutes les étapes du processus
- Direction générale des opérations d’intégrité - Planification, Surveillance
- Direction générale des étudiants étrangers - Planification, Surveillance
- Direction générale de l'Équité, culture et Académie d’apprentissage - Planification, Surveillance
-Agents négociateurs - Initiation 
-Affaires mondiales Canada - Planification, Construction ou adaptation du modèle, Tests, Surveillance
",Y,submitted_translation,Y
9-1,9,1.0.1,consultationImplementation6,177,mitigation,3,item1-3,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,consultationImplementation7,177,mitigation,3,item1-3,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,consultationImplementation9,182,mitigation,0,An independent peer review of the system will be performed by another federal government department. ,,An independent peer review of the system will be performed by another federal government department. ,Un examen indépendant du système par des pairs sera effectué par un autre ministère du gouvernement fédéral.,Y,submitted_translation,Y
9-1,9,1.0.1,dataQualityImplementation1,67,mitigation,3,item1-3,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation2,66,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation11,186,mitigation,0,A summary of GBA+ analysis will be posted on the Open Government portal.,,A summary of GBA+ analysis will be posted on the Open Government portal.,Un résumé de l'ACS Plus sera publié sur le portail du gouvernement ouvert. ,Y,submitted_translation,Y
9-1,9,1.0.1,dataQualityImplementation3,30,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation4,66,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation12,184,mitigation,0,"The Advanced Analytics Solutions Centre, who is responsible for the tool development, collaborates closely with IRCC's enterprise data warehouse team on an ongoing basis to ensure that data quality issues in the database are rectified in a timely fashion. A log of data issues is maintained and requests are sent to the data warehouse team. Regular meetings are held to follow-up on progress towards resolving issues. When the tool is deployed, its outputs are regularly checked on various elements (e.g., missing or duplicate values, overall number of applications, etc) before they are distributed to processing units.",,"The Advanced Analytics Solutions Centre, who is responsible for the tool development, collaborates closely with IRCC's enterprise data warehouse team on an ongoing basis to ensure that data quality issues in the database are rectified in a timely fashion. A log of data issues is maintained and requests are sent to the data warehouse team. Regular meetings are held to follow-up on progress towards resolving issues. When the tool is deployed, its outputs are regularly checked on various elements (e.g., missing or duplicate values, overall number of applications, etc) before they are distributed to processing units.","Le Centre des solutions d'analytique avancée, responsable du développement de l’outil, collabore étroitement et en permanence avec l'équipe de l'entrepôt de données d’entreprise d’IRCC afin de corriger rapidement les problèmes de qualité des données dans la base de données. Un registre des problèmes de données est tenu et des demandes sont transmises à l'équipe de l'entrepôt de données d’entreprise. Des réunions régulières sont organisées pour faire le point sur les progrès réalisés dans la résolution des problèmes. Une fois l’outil déployé, ses résultats sont régulièrement vérifiés sur divers points (p. ex., valeurs manquantes ou dupliquées, nombre total de demandes, etc.) avant d’être distribués aux unités de traitement.
",Y,submitted_translation,Y
9-1,9,1.0.1,dataQualityImplementation5,31,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation7,32,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation6A,185,mitigation,0,A summary of GBA+ analysis will be posted on the Open Government portal.,,A summary of GBA+ analysis will be posted on the Open Government portal.,Un résumé de l'ACS Plus sera publié sur le portail du gouvernement ouvert. ,Y,submitted_translation,Y
9-1,9,1.0.1,dataQualityImplementation8,33,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation9,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,dataQualityImplementation10,34,mitigation,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation1,68,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation1A,188,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation2,36,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation3,37,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation4,38,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation5,39,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation7,41,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation10,44,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation8,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation9,43,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation12,46,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation12A,189,mitigation,0,User feedback and updates to the system are recorded via a formal change request process that tracks model changes and bug fixes. ,,User feedback and updates to the system are recorded via a formal change request process that tracks model changes and bug fixes. ,"Les commentaires des utilisateurs et les mises à jour du système sont enregistrés via un processus formel de demande de modification qui suit les changements de modèle et les corrections de bogues.
",Y,submitted_translation,Y
9-1,9,1.0.1,fairnessImplementation13,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation13A,191,mitigation,0,"Clients whose application is refused have 90 days to re-apply. Additionally, the refused applicant has recourse through Judicial Review in the Federal Court. IRCC approves many clients with prior refusals. The impact of most refusals is not perpetual. However, it should be noted that the system will only automate approvals of eligibility, it will not make nor recommend any decisions on ineligibility. ",,"Clients whose application is refused have 90 days to re-apply. Additionally, the refused applicant has recourse through Judicial Review in the Federal Court. IRCC approves many clients with prior refusals. The impact of most refusals is not perpetual. However, it should be noted that the system will only automate approvals of eligibility, it will not make nor recommend any decisions on ineligibility. ","Les clients dont la demande est refusée disposent de 90 jours pour présenter une nouvelle demande. De plus, le demandeur dont la demande a été refusée dispose d'un recours en contrôle judiciaire devant la Cour fédérale. IRCC approuve les demandes de nombreux clients ayant des refuses antérieurs. L'incidence de la plupart des refus n'est pas permanente. Il convient toutefois de prendre note que le système ne fait qu'automatiser les approbations de la recevabilité, il ne prendra ni ne recommandera aucune décision d'irrecevabilité. 
",Y,submitted_translation,Y
9-1,9,1.0.1,fairnessImplementation16,45,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation17,46,mitigation,0,item2-0,1,No,Non,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation18,192,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation18A,193,mitigation,0,"Active steps are taken to reduce bias and discrimination in the algorithm. During testing, model outputs are continuously verified and reviewed to ensure that they do not contain any unintended bias towards particular cohorts. Alongside standard performance metrics (e.g., accuracy, precision, etc.), we use fairness measures - for example, checking error rates between groups - to identify any gaps and correct them.

Furthermore, there will be ongoing quality assurance (QA) assessments following the launch of the system. These will be performed on a scheduled basis to monitor the outcomes of the automated decision system to safeguard against unintentional or unfair outcomes and to verify compliance with human rights obligations, departmental and program legislation, and the TBS Directive on Automated Decision-Making.",,"Active steps are taken to reduce bias and discrimination in the algorithm. During testing, model outputs are continuously verified and reviewed to ensure that they do not contain any unintended bias towards particular cohorts. Alongside standard performance metrics (e.g., accuracy, precision, etc.), we use fairness measures - for example, checking error rates between groups - to identify any gaps and correct them.

Furthermore, there will be ongoing quality assurance (QA) assessments following the launch of the system. These will be performed on a scheduled basis to monitor the outcomes of the automated decision system to safeguard against unintentional or unfair outcomes and to verify compliance with human rights obligations, departmental and program legislation, and the TBS Directive on Automated Decision-Making.","Des mesures concrètes sont prises pour réduire les biais et les discriminations au sein de l'algorithme. Lors des tests, les résultats du modèle sont vérifiés et analysés en continu afin de garantir l'absence de biais involontaires envers certaines cohortes. Outre les indicateurs de performance classiques (exactitude, précision, etc.), nous utilisons des mesures d'équité – comme la comparaison des taux d'erreur entre les groupes – pour identifier et corriger les éventuelles anomalies.

Par ailleurs, des évaluations continues d’assurance de la qualité seront effectuées après le lancement du système. Ces évaluations seront réalisées de façon régulière afin de surveiller les résultats du système de décision automatisée, de prévenir les résultats involontaires ou injustes et de vérifier la conformité aux obligations en matière de droits de la personne, aux lois ministérielles et de programmes, ainsi qu’à la Directive du SCT sur la prise de décisions automatisée.
",Y,submitted_translation,Y
9-1,9,1.0.1,fairnessImplementation19,194,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation20,195,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation21,196,mitigation,4,"[""item1-1"", ""item2-1"", ""item3-1"", ""item4-1""]",0;1;2;3,Clear time frame or service standards for timeliness;Clients are provided with adequate information about the decision-making process and have the opportunity to meaningfully participate;Clients are provided with all documents and information in which the administrative decision was based;Mechanism for assessing and responding to client feedback,Des délais clairs ou des normes de service en matière de rapidité d'exécution ont été établis;La clientèle reçoit toute l'information dont elle a besoin sur le processus décisionnel et a la possibilité d'y participer activement;La clientèle reçoit tous les documents et l'information sur lesquels reposent les décisions administratives;Un mécanisme permettant l'analyse et la prise en compte des commentaires de la clientèle a été mis en place,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation22,198,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation22A,199,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation23,200,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation24,201,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation24A,202,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
9-1,9,1.0.1,fairnessImplementation24AA,203,mitigation,0,"Ongoing quality assurance will be performed on applications chosen for automated positive eligibility determinations, to ensure quality program delivery. ",,"Ongoing quality assurance will be performed on applications chosen for automated positive eligibility determinations, to ensure quality program delivery. ","Un contrôle qualité continu sera effectué sur les demandes sélectionnées pour une détermination automatisée de la recevabilité positive, afin de garantir la qualité de la prestation du programme.",Y,submitted_translation,Y
9-1,9,1.0.1,privacyImplementation1,71,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
